,words,tfidf,topic
34,drive,0.01730815581759575,3
35,half,0.01712376727804395,3
36,pass,0.016429566482308106,3
37,shower,0.016302174775637005,3
38,shake,0.01629197711560314,3
39,rest,0.015588060127612118,3
40,tired,0.015485885176266647,3
41,eye,0.01530179882659498,3
42,usually,0.015035313163127314,3
43,open,0.01495444791633674,3
44,crazy,0.014938280156433408,3
45,scare,0.014782019363803413,3
46,yesterday,0.014600300825504288,3
47,dr,0.014542525714761794,3
48,lie,0.013832304777068068,3
49,early,0.013775643557479575,3
50,entire,0.013664829064115468,3
51,water,0.013428613351861152,3
52,fast,0.01339468719476944,3
53,tl,0.01334569917306436,3
54,throw,0.0132174157623544,3
55,pull,0.013091770742876778,3
56,hell,0.012820237176025833,3
57,bathroom,0.012689841146085961,3
58,anxious,0.012411108335962236,3
59,physically,0.012326220168341466,3
0,live,0.07334197544967641,4
1,home,0.07241829080692155,4
2,family,0.06488283851489568,4
3,virus,0.05667789350728482,4
4,stay,0.046301873831949,4
5,health,0.04594738690772329,4
6,week,0.04234238808130572,4
7,parent,0.04188876498375138,4
8,covid,0.039601484766053185,4
9,house,0.03623889322704166,4
10,case,0.036213438355435695,4
11,old,0.03614851222304924,4
12,right,0.03561309941163107,4
13,close,0.03417544117967361,4
14,19,0.033626050831533805,4
15,mental,0.03121234431487677,4
16,die,0.02978280321331467,4
17,risk,0.02942134546526634,4
18,mom,0.02937676123727039,4
19,coronavirus,0.028773722526197035,4
20,news,0.02647758994847747,4
21,read,0.0264770857825587,4
22,state,0.02645809068932126,4
23,store,0.026380262856277027,4
24,world,0.024888861208762384,4
25,grocery,0.024086958412813875,4
26,dad,0.024046733132150545,4
27,high,0.023477668118633974,4
28,sick,0.022778977975076557,4
29,hospital,0.02265324970079501,4
30,country,0.02254594513157468,4
31,mother,0.02249646116221934,4
32,safe,0.021289339117801,4
33,worried,0.02103330300656914,4
34,pandemic,0.02077819266335394,4
35,quarantine,0.020199839960230035,4
36,scared,0.019106207701074105,4
37,check,0.018974009394250136,4
38,healthy,0.018802723579290543,4
39,terrified,0.017415139250248086,4
40,spread,0.015637586935518782,4
41,bring,0.015456313928686046,4
42,town,0.015170561108968415,4
43,disease,0.014850112667146967,4
44,brother,0.014742533589287227,4
45,city,0.014737842346799113,4
46,apartment,0.014282597568049551,4
47,system,0.014141209872378867,4
48,death,0.014120885653744726,4
49,stick,0.01391882489164094,4
50,wife,0.013881203914331204,4
51,immune,0.013827801944230679,4
52,freak,0.013759085575569376,4
53,sister,0.01370136171143114,4
54,fight,0.01356728054205643,4
55,medium,0.013482783033154188,4
56,support,0.013316889104747128,4
57,near,0.013178292640165382,4
58,member,0.013146085578799259,4
59,essential,0.012938915296040179,4
0,doctor,0.0733776639256174,5
1,symptom,0.06646781651820195,5
2,chest,0.06427231426917544,5
3,attack,0.06040806279666791,5
4,pain,0.057944964552953976,5
5,heart,0.056496495255627166,5
6,panic,0.051717000933029306,5
7,experience,0.04795661642947624,5
8,month,0.0474186997581367,5
9,ago,0.041619520038348706,5
10,body,0.03852464321406643,5
11,mg,0.03817429451488989,5
12,medication,0.03551500115589892,5
13,prescribe,0.033541130277297396,5
14,past,0.03232561578772064,5
15,breath,0.03203739957301199,5
16,cause,0.029303779874712586,5
17,psychiatrist,0.027265719821308865,5
18,breathing,0.02606840497069272,5
19,physical,0.02515092170556434,5
20,head,0.024956678944082104,5
21,blood,0.024852822963267223,5
22,effect,0.02337692100468901,5
23,feeling,0.022559866359744916,5
24,normal,0.022262374032862773,5
25,diagnose,0.022121560262087687,5
26,headache,0.02096686578725005,5
27,nan,-0.020298745079574996,5
28,sensation,0.01985044915738729,5
29,breathe,0.0192018504129288,5
30,brain,0.018472063579408757,5
31,zoloft,0.018230480967836468,5
32,fine,0.018200350351281733,5
33,throat,0.01793906177973485,5
34,dose,0.017871877940132525,5
35,test,0.017710712933088377,5
36,deep,0.017461574188848337,5
37,nausea,0.0173067025664777,5
38,shortness,0.017257760199800656,5
39,med,0.016932432504500997,5
40,suffer,0.016799678061526855,5
41,daily,0.016795528647033143,5
42,exercise,0.016414130640644866,5
43,tight,0.015893316298798324,5
44,mild,0.015593929076278731,5
45,medical,0.01547518376499755,5
46,drink,0.01522254618147219,5
47,muscle,0.015220168055805203,5
48,lexapro,0.015015461444614497,5
49,result,0.01498839394495777,5
50,similar,0.014979693842564994,5
51,cold,0.01495411192621911,5
52,stomach,0.014770623727017334,5
53,er,0.014709761275287904,5
54,neck,0.014694670100568857,5
55,rate,0.014616291119790016,5
56,notice,0.01443682953817524,5
57,short,0.014321535973630563,5
58,cancer,0.013936158732233783,5
59,10,0.013780324017578201,5
